id	candidate	candidate_confidence	relevant_yn	relevant_yn_confidence	sentiment	sentiment_confidence	subject_matter	subject_matter_confidence	candidate_gold	name	relevant_yn_gold	retweet_count	sentiment_gold	subject_matter_gold	tweet_coord	tweet_created	tweet_id	tweet_location	user_timezone		text
1825	No candidate mentioned	1	yes	1	Negative	1	Racial issues	1		PrincessMillery		0				8/7/15 9:37	6.30E+17		Atlantic Time (Canada)		now we'll move to talk about racial issues in ame..WAIT BREAKING NEWS SCARY RUSSIANS TELL US HOW YOU WOULD SCARE THE PEOPLE BEST #GOPDebate
13023	No candidate mentioned	1	yes	1	Negative	0.6484	None of the above	1		blckburn		0				8/6/15 19:11	6.29E+17	"iPhone: 39.754280,-84.201958"	Eastern Time (US & Canada)		Wait did he say Pimps and Prostitutes #GopDebates
12557	Ben Carson	1	yes	1	Negative	0.7011	Racial issues	1		mielkeway54		8				8/6/15 19:19	6.29E+17	Sierra Maestra	Atlantic Time (Canada)		RT @monaeltahawy: Can someone tell me why Ben Carson is carrying water for people who will barely let him speak? Racism much? #GOPDebates
5104	No candidate mentioned	1	yes	1	Negative	1	None of the above	0.6849		outerspacemanII		0				8/7/15 8:40	6.30E+17	United States of America	Atlantic Time (Canada)		@roryontour @bannerite @SayNoToGOP @POTUS #cspanchat how QUICK #CANDIDATES #gopdeBATE TURN and how much FASTER #RWNJ #ZOMBIES turn on them
8630	No candidate mentioned	1	yes	1	Negative	0.6725	FOX News or Moderators	0.6725		PoliPosse		26				8/6/15 23:08	6.30E+17		Central Time (US & Canada)		RT @Desdemona4U: It was unfathomable that @megynkelly would ask Wasserman-Schultz to do a postmortem on the #GOPDebates. #SURREAL https://t…
6041	No candidate mentioned	0.4885	yes	0.6989	Neutral	0.3548	None of the above	0.4885		ccamia		0				8/7/15 8:26	6.30E+17	"Washington, DC"	Eastern Time (US & Canada)		Fact check on #GOPDebate from @ekiely and his team http://t.co/puI53epdsg via @usatoday
7601	John Kasich	1	yes	1	Positive	1	None of the above	1		ransom_p		0				8/7/15 8:02	6.30E+17				I like what @JohnKasich said last night about @realDonaldTrump hitting a nerve in this country #GOPDebate #Trump https://t.co/wq2cxxGsai
6282	No candidate mentioned	0.4707	yes	0.686	Negative	0.686	Women's Issues (not abortion though)	0.4707		Roland_Stiles		0				8/7/15 8:22	6.30E+17	"39,000 ft over the Atlantic"			"OBAMAS WAR ON WOMEN Record 56,209,000 Women Not in Labor Force http://t.co/3HVtHncEeG #women #Obama @potus #GOPdebate @whitehouse"
12142	Donald Trump	1	yes	1	Negative	0.6628	FOX News or Moderators	1		hgarbow		66				8/6/15 19:25	6.29E+17	"Texas, USA"			RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…
3265	No candidate mentioned	1	yes	1	Neutral	1	None of the above	1		MichaelYaffee		1				8/7/15 9:21	6.30E+17				In #GOPDebate who do YOU think said what #Millennials care about most? I will tell you tonight at 8pm! http://t.co/1sk3TqNNNV @Newsradio1025
10885	No candidate mentioned	1	yes	1	Negative	0.6897	None of the above	1		lenorehayes		33				8/6/15 19:47	6.29E+17	"Belmont Shore, CA"	Pacific Time (US & Canada)		RT @goldietaylor: Commercial break! #GOPDebates http://t.co/NdE2oeJLmH
8902	Jeb Bush	1	yes	1	Negative	1	None of the above	1		soradeghgmailco		172				8/6/15 21:33	6.30E+17	IRAN-TEHRAN			RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate #GOPDebates
1522	Donald Trump	1	yes	1	Negative	0.6915	None of the above	0.6364		Coreen_Trost		18				8/7/15 9:40	6.30E+17	Midwest - United States	Central Time (US & Canada)		RT @nickmartin: Donald Trump's most outrageous lines from the #GOPDebate tonight: http://t.co/tbdk1gtxND by @KT_thomps http://t.co/v3TltVJ0…
10966	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	0.6848		qnoftherealm		155				8/6/15 19:45	6.29E+17	Missouri	Central Time (US & Canada)		RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸 #GOPDebate #GOPDebates
12183	Donald Trump	1	yes	1	Negative	0.6887	FOX News or Moderators	1		dicknorman		66				8/6/15 19:25	6.29E+17		Central Time (US & Canada)		RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…
540	No candidate mentioned	1	yes	1	Negative	0.6477	Jobs and Economy	0.6591		hunter_chip		118				8/7/15 9:50	6.30E+17	"Dayton, ohio"			"RT @MattyIceAZ: US Economy added 215,000 jobs in July. This must be the result of ""job-killing Obamacare"" Republicans talked about last nig…"
5130	No candidate mentioned	0.4689	yes	0.6848	Negative	0.6848	None of the above	0.4689		germanpretzel		0				8/7/15 8:39	6.30E+17	United States	Pacific Time (US & Canada)		"Explaining the #GOPDebate to my dad who missed it and describing it as a SNL skit, basically."
13082	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		YarboughTalk		0				8/6/15 19:10	6.29E+17		Eastern Time (US & Canada)		"Yep, it's the pimps and drug dealers that are the problem with this country. #GOPDebates"
8640	No candidate mentioned	1	yes	1	Negative	0.6705	None of the above	1		feralcatpro		19				8/6/15 23:03	6.30E+17	NYC	Quito		"RT @BettyFckinWhite: So many great jokes on Twitter tonight about the #GOPDebates, but not as many as there were on stage."
3158	No candidate mentioned	0.4495	yes	0.6705	Negative	0.6705	FOX News or Moderators	0.4495		TROY5719		0				8/7/15 9:22	6.30E+17				"@BretBaier Mr Baier SHAME ON YOU. First ? About 3rd party.Something like WHO wants a wall on border, more pertinent. #GOPDebate #FoxNews"
12387	Donald Trump	1	yes	1	Positive	0.7064	FOX News or Moderators	0.7064		drclgrab		134				8/6/15 19:22	6.29E+17				RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…
2936	No candidate mentioned	1	yes	1	Negative	1	None of the above	0.6444		Cindsation		1				8/7/15 9:25	6.30E+17	"Manassas, JMU '15"	Quito		"RT @impetu4: Can we also compare and talk how many minority American citizens have died due to ""self-defense""? #GOPDebate"
1836	No candidate mentioned	0.4442	yes	0.6664	Negative	0.6664	FOX News or Moderators	0.2441		joycee_NH		21				8/7/15 9:37	6.30E+17	USA	Central Time (US & Canada)		RT @EyeOnPolitics: Megan Kelly's voicemail is going to be full of angry messages tomorrow. She's not making any friends on that stage tonig…
9155	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		halltastic4		142				8/6/15 20:52	6.30E+17				RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate #GOPDebates
12708	Donald Trump	1	yes	1	Negative	0.6489	None of the above	1		fsxbc		2				8/6/15 19:17	6.29E+17	"Tampa, FL"	Eastern Time (US & Canada)		"Trump sez- Four, FOUR times I've taken advantage of the law, and as your prez, I'd be honored to do it again. #GOPDebates"
3143	Ted Cruz	0.6691	yes	1	Positive	1	None of the above	1		AmeriWelsh		0				8/7/15 9:22	6.30E+17		Eastern Time (US & Canada)		"Out of the #GOPDebate last night, I liked @RealBenCarson and @tedcruz 😊"
6109		0.2294	yes	0.3563	Neutral	0.3563		0.2294		XRBOT		0				8/7/15 8:25	6.30E+17	Mars	London		RT @FoxNews:.@marcorubio at the #GOPDebate: http://t.co/wZgYI37ffl
8741	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		wamnode		116				8/6/15 22:29	6.30E+17				RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate #GOPDebates
2697	Ben Carson	0.5102	yes	0.7143	Neutral	0.3626	None of the above	0.5102		mmmEggSandwich		0				8/7/15 9:27	6.30E+17	"New York, NY"			"@RealBenCarson to @realDonaldTrump: Being a billionaire isn't exactly brain surgery though, is it? https://t.co/kGZnJmYKX7 #GOPDebate"
9779	Donald Trump	1	yes	1	Negative	1	None of the above	1		sweeetbea		0				8/6/15 20:11	6.29E+17	"I miss you, NJ"	Eastern Time (US & Canada)		"""I think Trump looks very unserious "" Ya think?? #CNN #GOPDebates"
1465	Donald Trump	1	yes	1	Negative	0.663	FOX News or Moderators	1		theyshootactors		1				8/7/15 9:41	6.30E+17	toronto	Quito		"RT @MrIanMacIntyre: On the FB post of last night's #GOPdebate, all the comments seem to be attacking Fox News for ""attacking Trump"". 😀😀😀 ht…"
8102	Chris Christie	1	yes	1	Negative	1	Foreign Policy	0.6667		Champergirl		48				8/7/15 6:49	6.30E+17	New York	Eastern Time (US & Canada)		RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate #GOPDebates
3248	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	0.6786		2_tts		1				8/7/15 9:21	6.30E+17	Denver Colorado	Mountain Time (US & Canada)		RT @Roxsett27573: Why is #outnumbered trying to make the #GOPDebate more exciting than it was? @foxnews has all shows promoting the weak de…
1726	Donald Trump	1	yes	1	Positive	1	None of the above	0.6517		dolan712		6				8/7/15 9:38	6.30E+17	"New York, NY/ Hollywood FL"	Eastern Time (US & Canada)		RT @JacobEngels: .@realDonaldTrump is winning. Key takeaways from the #FoxDebate. http://t.co/DYLhHIHpDT #GOPDebate #sayfie #tcot #gop2016 …
7437	No candidate mentioned	1	yes	1	Neutral	1	None of the above	1		dashingclaire		0				8/7/15 8:05	6.30E+17	Everywhere 	Eastern Time (US & Canada)		"#FactChecking the #GOPDebate, Late Edition http://t.co/4UvT0KTlXZ http://t.co/3XFXLefVbr"
2545	Jeb Bush	1	yes	1	Negative	1	None of the above	1		BryanSchleigh		334				8/7/15 9:29	6.30E+17				"RT @RedStateJake: Sorry, but @JebBush was as inspiring as a manila envelope. #GOPDebate #tcot #tlot #ccot #ycot #GOP http://t.co/5xeZ4vlJ…"
9864	No candidate mentioned	1	yes	1	Neutral	0.6486	FOX News or Moderators	0.3514		CorruptNSW		14				8/6/15 20:07	6.29E+17	"Hell,Hades,Mictlan,Tartarus"	Brisbane		RT @IanGaryTweets: This is real life. These people are running for the most powerful office in the world. #GOPDebates http://t.co/LG74nHDeTw
3485	No candidate mentioned	1	yes	1	Negative	1	None of the above	0.6475		trekkieemily		1				8/7/15 9:18	6.30E+17	hoenn region 	Central Time (US & Canada)		"RT @2tuff15: Dont know who won the #GOPDebate but I know who lost .me, cause I watched it."
3019	No candidate mentioned	1	yes	1	Positive	0.6804	None of the above	1		AllenEllis14		7				8/7/15 9:24	6.30E+17	"alexandria,va"	Eastern Time (US & Canada)		RT @saramarietweets: Agree!!! @CarlyFiorina #GOPDebate https://t.co/hIwQ4EMa3F
2438	No candidate mentioned	1	yes	1	Negative	1	None of the above	0.6966		ButYourePlayin		210				8/7/15 9:30	6.30E+17				RT @cameronesposito: Ugh will these guys ever shut up about how ppl shouldn't be killed during traffic stops? #GOPDebate
8048	No candidate mentioned	1	yes	1	Positive	0.3516	FOX News or Moderators	0.6703		angelrose9392		0				8/7/15 7:21	6.30E+17	PA	Eastern Time (US & Canada)		Loved @BillHemmer and @marthamaccallum Ditch Kelly &amp; Wallace sideshow railroad. #GOPdebates https://t.co/qXim3nKiYF
9273	No candidate mentioned	1	yes	1	Negative	0.6341	None of the above	1		cristellp24		0			"[29.58026, -95.2541389]"	8/6/15 20:41	6.29E+17	Texas ♥	Central Time (US & Canada)		"#GOPdebates got me like 😕👎👋BYE. 🙊 #day25 #30days #potd @ excuse me,… https://t.co/iKb1d7wwvv"
1168	No candidate mentioned	0.3974	yes	0.6304	Negative	0.6304	FOX News or Moderators	0.3974		CoxaleeLee		7				8/7/15 9:44	6.30E+17	"Wisconsin, USA"			RT @toddstarnes: Hey conservatives - you have a friend at the Fox News Corner of the World. #GOPDebate
4666	Donald Trump	1	yes	1	Negative	0.3855	None of the above	1		Gonkalicious		0				8/7/15 8:46	6.30E+17				Watching the republican party implode from within is magical. #GOPDebate #donalddump
2963	No candidate mentioned	1	yes	1	Negative	0.6526	Women's Issues (not abortion though)	1		mpoulos		286				8/7/15 9:24	6.30E+17		Eastern Time (US & Canada)		"RT @rachelheldevans: #GOPDebate: Plague of political correctness keeps us from torturing prisoners and calling women ""fat pigs"" &amp; human bei…"
2479	No candidate mentioned	1	yes	1	Negative	1	Foreign Policy	1		AShockedPerson		0				8/7/15 9:30	6.30E+17		Central Time (US & Canada)		Carly: I'll cuck for Bibi before I do ANYTHING for the US! Count on it! Israel First! #cuckservative #GOPDebate
1400	No candidate mentioned	0.4853	yes	0.6966	Negative	0.6966	FOX News or Moderators	0.4853		youthgirlpower		0				8/7/15 9:41	6.30E+17		Atlantic Time (Canada)		Because of @FoxNews the American People truly learned nothing from the #GOPDebate. Such irrelevant questions asked by the moderators.#Fail
1130	No candidate mentioned	1	yes	1	Negative	0.6829	Religion	1		AfoofaAfia		116				8/7/15 9:44	6.30E+17		Pacific Time (US & Canada)		RT @lsarsour: It's Islam not Izlam. Muslims not Mozlems. When will we get it right? #GOPDebate
1885	Ted Cruz	1	yes	1	Neutral	0.6512	None of the above	0.686		bonniebo40		101				8/7/15 9:36	6.30E+17	NW Wyoming & NW Montana	Mountain Time (US & Canada)		RT @RickCanton: #CruzCrew - no amnesty. Of course. Most Constitutionally sound candidate. #GOPDebate http://t.co/0Y54WTIstm
11552	No candidate mentioned	1	yes	1	Negative	0.3783	FOX News or Moderators	0.6879		janiskarb		8				8/6/15 19:34	6.29E+17	over the Hills 	Eastern Time (US & Canada)		RT @SalMasekela: Straight Outta Compton commercial on Fox News. Well played. 🙌🏿 #GOPDebates
6696	No candidate mentioned	1	yes	1	Negative	1	Jobs and Economy	0.6737		randallr01		123				8/7/15 8:16	6.30E+17	Los Angeles	Pacific Time (US & Canada)		RT @NerdyWonka: Brother of the guy who almost plunged U.S. into a Great Depression is telling you the guy who fixed it is the problemAmer…
3402	Donald Trump	0.4495	yes	0.6705	Negative	0.3409	None of the above	0.4495		slopokejohn		3				8/7/15 9:19	6.30E+17	All 48 states			RT @kyaecker: Love to hear an apology from @megynkelly to @realDonaldTrump for dragging the debate into the toilet #gopdebate
3986	No candidate mentioned	0.4301	yes	0.6558	Neutral	0.6558	None of the above	0.4301		OrganicTory		0				8/7/15 9:12	6.30E+17	Albion & Nova Scotia	Atlantic Time (Canada)		New York Sun editorial | The Next Debate http://t.co/1UfbcPVT34 (via @NewYorkSun) #Constitution #GOPDebate #GOP
83	No candidate mentioned	1	yes	1	Positive	0.6667	None of the above	1		Phadros369		6				8/7/15 9:54	6.30E+17				RT @BrandonDHowell: Great way to start Friday. #CarlyFiorina @CarlyFiorina #GOPDebate http://t.co/1ai9CuZ8bY
3203	Donald Trump	1	yes	1	Negative	0.6578	FOX News or Moderators	1		rusmclaughlin		0				8/7/15 9:21	6.30E+17	SF Bay Area	Pacific Time (US & Canada)		Tough to watch the #GOPDebate and not sense that @FoxNews' line of questioning was trying to depose @realDonaldTrump and anoint Jeb.
5099	No candidate mentioned	1	yes	1	Neutral	1	None of the above	1		GlenGilmore		3				8/7/15 8:40	6.30E+17	NJ | NY | PA ✈ Memphis	Eastern Time (US & Canada)		Here's how much each candidate spoke throughout the #GOPDebate: http://t.co/90Xa4VCINU @WSJ http://t.co/bcTaj3xDGA
2896	No candidate mentioned	1	yes	1	Neutral	1	None of the above	1		SilvAdams		0				8/7/15 9:25	6.30E+17	"St. Joseph, MO"			"RT If I'm our nominee, we'll be the party of the future. #GOPDebate"
2391	No candidate mentioned	0.6977	yes	1	Negative	1	Foreign Policy	0.6628		mzprissy1947		50				8/7/15 9:31	6.30E+17	republican territory	Atlantic Time (Canada)		"RT @tvc3232: #GOPDebate GOP candidates: Immediately after our prayer circle, we will begin bombing Iran &amp; taking health care away from 16 m…"
5747	No candidate mentioned	1	yes	1	Negative	1	FOX News or Moderators	1		CarolHello1		3				8/7/15 8:30	6.30E+17	California❀◄★►❀Conservative	Arizona		#GOPDebate: @FoxNews Failed https://t.co/GCLQY4kaq5
4205	Ben Carson	1	yes	1	Negative	0.6593	None of the above	0.6593		farfel54		19				8/7/15 9:09	6.30E+17	Polo Grounds			"RT @SabrinaSiddiqui: Carson: ""I'm the only one to separate Siamese twins."" Kinda hard to outdo that. #GOPDebate"
2775	Donald Trump	0.2576	yes	0.7017	Neutral	0.7017	None of the above	0.4924		producerkris		2				8/7/15 9:26	6.30E+17	"Tampa, FL"	Eastern Time (US & Canada)		RT @carterintampa: Trump post-debate media gaggle. #GOPDebate @MyFoxTampaBay @Fox13Politics http://t.co/kb2ySJhXon
4414	No candidate mentioned	1	yes	1	Positive	0.7065	None of the above	0.6413		Reince		2				8/7/15 8:50	6.30E+17	"Kenosha, WI and Washington, DC"	Eastern Time (US & Canada)		Simply incredible. http://t.co/apXM8AO8jf Last night's #GOPDebate doubled the previous record for most-watched primary debate in history.
6989	Donald Trump	1	yes	1	Negative	0.6629	None of the above	1		Clamityjan		0				8/7/15 8:12	6.30E+17	Olympia WA			GOP Debate News - Trump Shocks GOP Faithful - http://t.co/X9otKzlY5O - #GOPDebate #DonaldTrump
7820	No candidate mentioned	0.3941	yes	0.6277	Negative	0.6277	None of the above	0.3941		LauriePatriot		4				8/7/15 8:58	6.30E+17		Pacific Time (US & Canada)		RT @patriotmom61: Lots of rhetoric on the #GOPDebate stage from political neophytes &amp; newbies but no actual record of accomplishments. #Exp…
1532	No candidate mentioned	1	yes	1	Negative	1	None of the above	1		Michele_Wyatt66		1				8/7/15 9:40	6.30E+17	Wherever I want to be	Arizona		RT @ZeitgeistGhost: #GOP w/ #GOPDebate proved once again they ARE #TheStupidParty and hateful bigots @JenLLM @bimmerella @jared812 @stph…
8319	Ted Cruz	1	yes	1	Positive	0.6364	None of the above	1		meowmeowtcot		67				8/7/15 4:53	6.30E+17		Eastern Time (US & Canada)		"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do. #GOPDebates"
13460	Jeb Bush	1	yes	1	Negative	0.6772	None of the above	1		jheatherly373		9				8/6/15 19:03	6.29E+17				"RT @MarkDavis: Man, I'm sorry, this has nothing to do w/politics, but #JebBush is totally mediocre here. #GOPDebates"
7972	No candidate mentioned	1	yes	1	Negative	1	None of the above	0.6429		audriemacduff		0				8/7/15 8:20	6.30E+17	Jersey City / Manhattan	Eastern Time (US & Canada)		"I'm not usually one to miss political happenings, but it feels SO good to have ignored the #GOPDebates last night. #selfcare #dem4life"
7647	Donald Trump	1	yes	1	Negative	1	FOX News or Moderators	0.6413		RevChuckCurrie		1				8/7/15 8:01	6.30E+17	"Portland, Oregon"	Pacific Time (US & Canada)		"#DonaldTrump retweeted comment calling @megynkelly a ""bimbo"" last night. This is a man who hates women. The @GOP front runner. #GOPDebate"
